instr,term,enroll,evals,rmd_class,rmd_instr,time,Course_ID,Course_Name,expected_grade,expected_gpa,actual_grade,actual_gpa
"Simon Salazar, Harry Love",SP20,29,10,100.0,100.0,3.17,LATI 10,Colonialisms & The Americas (A),B+,3.63,A,4.0
"Simon Salazar, Harry Love",SP20,20,10,100.0,100.0,2.9,LATI 180,Special Topic/Lat Amer Studies (B),A-,3.78,A-,3.99
"Kokinis, Troy Andreas",SP20,66,22,95.5,81.8,3.86,LATI 50,Introduction to Latin America (A),A-,3.88,A-,3.99
"Golan, Tal",SP20,52,15,92.9,92.9,2.79,LAWS 101,Contemporary Legal Issues (A),B+,3.67,B+,3.65
"Styler, William Francis",SP20,77,41,100.0,97.6,4.0,LIGN 101,Introduction/Study of Language (A),A-,3.78,A-,3.73
"Styler, William Francis",SP20,68,35,100.0,100.0,4.5,LIGN 113,Hearing Sci.&Hearing Disorders (A),A-,3.74,A-,3.72
"Yuan, Michelle",SP20,111,58,100.0,100.0,4.29,LIGN 120,Morphology (A),A-,3.87,A-,3.77
"Caponigro, Ivano",SP20,119,56,92.5,92.5,4.43,LIGN 130,Semantics (A),B+,3.3,B+,3.38
"Kehler, Andrew Scott",SP20,63,26,84.6,84.0,5.5,LIGN 160,Pragmatics (A),B,3.22,A-,3.89
"Bergen, Leon",SP20,63,24,91.7,95.8,6.92,LIGN 165,Computational Linguistics (A),A-,3.75,A-,3.78
"Kluender, Robert",SP20,50,34,76.5,88.2,7.83,LIGN 181,Lang Processing in the Brain (A),B,3.08,B+,3.38
"Ilkbasaran, Deniz",SP20,158,94,95.7,100.0,4.65,LIGN 7,Sign Languages&Their Cultures (A),A-,3.82,A-,3.82
"McIntosh, Justin Daniel",SP20,216,81,96.2,98.7,3.64,LIGN 8,Languages & Cultures/America (A),A-,3.86,A-,3.87
"Alicio, Atilio",SP20,23,8,100.0,100.0,3.25,LIHL 112P,Filipino for Filipino Speakers (A),B,3.0,B+,3.46
"Sadegholvad, Elham",SP20,20,7,100.0,100.0,3.5,LIHL 115P,Korean for Korean Speakers (A),B+,3.67,A-,3.97
"Hill, Kimloan T.V.",SP20,20,8,100.0,87.5,5.75,LIHL 124P,Int Vietnamese/Vietnamese Spkr (A),B+,3.57,A-,3.76
"Kokotovic, Milos",SP20,52,23,100.0,100.0,5.72,LTAM 110,Latin American Lit/Translation (A),B+,3.61,B+,3.59
"Wang, Pai",SP20,37,19,89.5,78.9,4.5,LTCH 101,Readings/Contemp Chinese Lit (A),A-,3.93,A-,3.8
"Mendoza, Andrea",SP20,30,6,100.0,100.0,4.17,LTCS 111,Topics/Pop Culture/Historical (A),A-,3.83,A-,3.98
"Zhang, Yingjin",SP20,308,258,88.4,92.2,4.83,LTEA 120A,Chinese Films (A),A-,3.75,A-,3.81
"Mendoza, Andrea",SP20,77,24,100.0,95.7,3.8,LTEA 132,Later Japanese Lit/Translatn (A),A-,3.85,A-,4.0
"Lee, Jin-Kyung",SP20,68,28,100.0,100.0,4.81,LTEA 144,Korean American Literature (A),A-,3.79,A-,3.92
"Lerer, Seth",SP20,45,12,100.0,100.0,5.67,LTEN 113,Shakespeare II:Jacobean Period (A),A-,3.92,A-,3.93
"Loose, Margaret",SP20,27,17,94.1,94.1,6.26,LTEN 142,British Novel: 1830-1890 (A),B+,3.67,A-,3.74
"Loose, Margaret",SP20,36,27,96.3,100.0,4.06,LTEN 149,Topics: English-Language Lit (A),A-,3.79,A-,3.96
"Johnson, Sara E.",SP20,25,11,100.0,100.0,4.1,LTEN 152,Origins of American Literature (A),A-,3.8,A-,3.8
"O'Brien, William Arctander",SP20,24,4,66.7,100.0,4.5,LTEN 176,Major American Writers (A),B,3.25,A,4.0
"Streeby, Shelley",SP20,32,14,92.9,92.9,4.07,LTEN 178,Comparative Ethnic Literature (A),B+,3.5,A-,3.86
"Suzuki, Erin M.",SP20,48,31,100.0,100.0,5.02,LTEN 181,Asian American Literature (A),A-,3.85,A-,3.99
"Childs, Dennis R.",SP20,25,9,100.0,100.0,7.39,LTEN 185,Themes/Afro-Americn Literature (A),A-,3.88,A-,3.91
"Vijay, Ameeth Varma",SP20,44,11,90.9,100.0,5.95,LTEN 23,Lit/British Isles:1832-Present (A),A-,3.8,A-,3.9
"Suzuki, Erin M.",SP20,67,36,100.0,100.0,3.78,LTEN 26,Intro/Lit/US: 1865Present (A),A-,3.82,A-,3.87
"Chacon, Gloria Elizabeth",SP20,86,54,84.6,90.2,4.92,LTEN 29,Intro/Chicano/Latino Lit. (A),A-,3.71,B+,3.6
"Severina, Yelena",SP20,32,10,90.0,90.0,4.9,LTEU 150C,Russian&Soviet Lit/1917-Presnt (A),A-,3.83,B+,3.43
"Ploye, Catherine",SP20,22,6,100.0,100.0,5.83,LTFR 2A,Intermediate French I (A),A,4.0,A-,3.89
"Lee, Jin-Kyung",SP20,33,8,75.0,100.0,4.5,LTKO 100,Adv Readngs/Korean Lit&Culture (A),B+,3.63,A-,3.83
"Lee, Jeyseon",SP20,26,13,92.3,100.0,6.5,LTKO 2C,Intermediate Korean: Second Yr (A),A-,3.7,B+,3.69
"Murray, Kourtney Kristine",SP20,39,8,100.0,100.0,7.0,LTLA 3,Intermediate Latin II (A),B+,3.67,A-,3.9
"Wells, Patricia Rebecca",SP20,26,11,100.0,100.0,3.59,LTRU 1C,First Year Russian (A),A-,3.88,A-,3.99
"Arcos Herrera, Carol",SP20,20,9,100.0,100.0,6.28,LTSP 133,Contemporary Latin Americn Lit (A),B+,3.56,A-,3.81
"Kokotovic, Milos",SP20,34,11,100.0,90.9,7.05,LTSP 140,Latin American Novel (A),A-,3.82,A-,3.78
"Lerer, Seth",SP20,36,9,100.0,100.0,4.5,LTTH 110,History of Criticism (A),A-,3.88,A-,3.96
"De Marchi Gherini, Adriana",SP20,31,14,100.0,100.0,3.79,LTWL 172,Special Topics in Literature (A),A,4.0,A,4.0
"Wilkinson, Marco",SP20,23,9,100.0,100.0,4.94,LTWR 100,Short Fiction Workshop (A),A-,3.78,A-,3.89
"Doller, Ben",SP20,23,9,100.0,100.0,3.36,LTWR 102,Poetry Workshop (A),A-,3.75,A,4.0
"Hoang, Lily Kim",SP20,24,10,100.0,100.0,5.7,LTWR 106,"Sci Fiction,Fantasy,Irrealism (A)",A-,3.75,A,4.0
"Banales, Melissa",SP20,22,5,80.0,100.0,5.7,LTWR 113,Intercultural Writing Workshop (A),A,4.0,A-,3.95
"Jemc, Jaclyn",SP20,22,5,80.0,100.0,4.9,LTWR 115,Experimental Writing Workshop (A),A,4.0,A-,3.86
"Wilkinson, Marco",SP20,23,7,100.0,100.0,4.21,LTWR 120,Personal Narrative Workshop (A),A,4.0,A-,3.92
"Som, Brandon D",SP20,37,11,88.9,100.0,3.61,LTWR 148,Theory for Writers (A),B+,3.5,B+,3.69
"Doller, Ben",SP20,101,32,100.0,100.0,3.43,LTWR 8B,Writing Poetry (A),A-,3.93,A-,3.92
"Hoang, Lily Kim",SP20,65,18,100.0,100.0,3.83,LTWR 8C,Writing Non-Fiction (A),A-,3.94,A-,3.99
"Nomura, Keiko K.",SP20,212,175,97.1,94.8,8.07,MAE 101B,Advanced Fluid Mechanics (A),B,3.21,B+,3.68
"Miller, David R.",SP20,42,22,95.5,86.4,8.14,MAE 101B,Advanced Fluid Mechanics (B),B+,3.63,B+,3.56
"Bahadori, Mohammad Yousef",SP20,118,86,92.9,85.7,7.29,MAE 101C,Heat Transfer (A),B,3.08,B+,3.39
"Lasheras, Juan C.",SP20,35,14,100.0,100.0,7.36,MAE 104,Aerodynamics (A),B+,3.33,B,3.15
"Saintillan, David",SP20,111,79,88.2,100.0,8.92,MAE 105,Intro to Mathematical Physics (A),B+,3.53,A-,3.74
"Davidson, Michael R",SP20,82,45,51.2,34.9,9.76,MAE 107,Computational Methods/Engineer (A),B,3.08,B-,2.83
"Becker, Janet Maria",SP20,88,40,89.5,89.5,7.87,MAE 108,Prob & Stats/Method/Mech Eng (A),B+,3.46,B+,3.65
"Arefiev, Alexey",SP20,77,70,78.6,80.0,5.99,MAE 120,Introduction to Nuclear Energy (A),B,3.09,B+,3.61
"Teranes, Jane",SP20,78,41,97.4,100.0,4.9,MAE 124,Envrnmntl Chall: Science & Sol (A),B+,3.69,A-,3.87
"Qi, Huihui",SP20,95,86,98.8,100.0,7.8,MAE 131A,Solid Mechanics I (A),B+,3.51,B+,3.55
"Kamensky, David M",SP20,32,22,72.7,40.9,8.77,MAE 131A,Solid Mechanics I (B),B,3.13,B+,3.56
"Bahadori, Mohammad Yousef",SP20,49,43,86.0,76.7,7.43,MAE 131A,Solid Mechanics I (C),B,3.29,B+,3.41
"Frazier, Michael",SP20,36,19,94.7,88.9,7.13,MAE 131B,Solid Mechanics II (A),B+,3.61,B+,3.66
"Morimoto, Tania",SP20,141,89,62.8,64.0,10.52,MAE 143B,Linear Control (A),B-,2.78,A-,3.85
"de Oliveira, Mauricio",SP20,188,100,61.1,62.1,9.19,MAE 143B,Linear Control (C),B,3.08,A-,3.94
"Talke, Frank E",SP20,62,40,84.6,78.9,11.83,MAE 150,Computer-Aided Design (A),B+,3.6,B+,3.64
"Anderson, Mark Ronald",SP20,54,11,90.9,90.9,5.05,MAE 155B,Aerospace Engineering Desgn II (A),A-,3.9,A-,3.88
"Delson, Nathan Joseph",SP20,32,10,100.0,100.0,12.5,MAE 156B,Fund. Prin/Mechanical Desgn II (A),A,4.0,A-,3.89
"Tustaniwskyj, Jerry I",SP20,32,12,100.0,91.7,14.67,MAE 156B,Fund. Prin/Mechanical Desgn II (B),A-,3.78,A-,3.92
"Ghazinejad, Maziar",SP20,29,16,100.0,100.0,11.5,MAE 156B,Fund. Prin/Mechanical Desgn II (C),A-,3.86,A-,3.94
"Gillett, David S",SP20,32,16,93.3,86.7,8.63,MAE 156B,Fund. Prin/Mechanical Desgn II (D),A-,3.85,A-,3.82
"Evdokimenko, Ekaterina",SP20,58,36,97.1,97.1,5.61,MAE 160,Mechanical Behavior/Materials (A),A-,3.72,A-,3.72
"Boechler, Nicholas Sebastia",SP20,198,172,85.4,95.9,10.1,MAE 170,Experimental Techniques (A),B+,3.58,A-,3.79
"Garay, Javier",SP20,135,84,62.5,69.2,10.25,MAE 170,Experimental Techniques (B),B+,3.52,A-,3.73
"Bahadori, Mohammad Yousef",SP20,112,81,88.9,86.4,7.05,MAE 180A,Spacecraft Guidance I (A),B+,3.51,B+,3.69
"Anderson, Mark Ronald",SP20,45,14,92.3,92.3,6.5,MAE 184,Flight Simulation Techniques (A),A-,3.85,A-,3.87
"Beg, Farhat N.",SP20,20,10,80.0,90.0,7.3,MAE 190,Topics in Mech and Aero Eng (A),A-,3.75,A-,3.82
"Lucas, Andrew J.",SP20,92,34,75.0,77.4,9.81,MAE 3,Intro/Engineering Graphcs&Desn (A),B+,3.32,B+,3.57
"Qi, Huihui",SP20,92,34,75.0,87.1,9.81,MAE 3,Intro/Engineering Graphcs&Desn (A),B+,3.32,B+,3.57
"Lubarda, Marko",SP20,52,23,100.0,94.4,4.71,MAE 30A,Kinematics (A),B+,3.67,B+,3.67
"Ghazinejad, Maziar",SP20,184,154,94.8,97.4,8.1,MAE 30B,Dynamics and Vibrations (A),B+,3.4,B+,3.63
"Lubarda, Marko",SP20,189,81,92.4,94.9,5.59,MAE 8,MATLAB Program for Engr Analys (A),B+,3.69,A-,3.85
"Rhoades, Brendon Patrick",SP20,30,19,94.7,94.7,9.55,MATH 100C,Abstract Algebra III (A),B+,3.43,B+,3.39
"Tamam, Nattalie",SP20,104,29,75.0,75.0,9.02,MATH 102,Applied Linear Algebra (A),B-,2.93,B,3.11
"Dressler, Mareike",SP20,133,42,78.9,86.1,7.5,MATH 102,Applied Linear Algebra (B),B+,3.43,B,3.17
"Mohammadi, Amir",SP20,40,9,44.4,77.8,6.72,MATH 103B,Modern Algebra II (A),B-,2.75,B-,2.99
"Wiersma, Matthew T.",SP20,106,83,78.3,89.0,7.95,MATH 103B,Modern Algebra II (B),B,3.27,B,3.12
"Anzaldo, Leesa B",SP20,67,30,93.1,92.9,7.81,MATH 109,Mathematical Reasoning (A),B+,3.54,B+,3.58
"Zhang, Yuming",SP20,30,12,66.7,75.0,9.0,MATH 109,Mathematical Reasoning (B),B+,3.5,B+,3.62
"Chow, Bennett",SP20,60,14,92.9,92.9,9.64,MATH 109,Mathematical Reasoning (C),A-,3.7,B+,3.68
"Suk, Andrew Hoon",SP20,67,51,98.0,100.0,5.36,MATH 109,Mathematical Reasoning (D),A-,3.86,A-,3.9
"Sterbenz, Jacob",SP20,53,24,81.8,95.2,8.85,MATH 109,Mathematical Reasoning (E),B+,3.62,A-,3.77
"Perkins, Rudolph Bronson",SP20,255,109,64.5,49.5,6.56,MATH 10A,Calculus I (A),C+,2.61,B-,2.95
"Hammock, Frances H",SP20,202,89,83.5,89.4,7.35,MATH 10B,Calculus II (A),B,3.04,B-,2.94
"Bowers, Adam R.",SP20,171,64,70.3,78.1,7.69,MATH 10B,Calculus II (B),B,3.2,C+,2.46
"Perkins, Rudolph Bronson",SP20,158,61,55.4,64.3,7.2,MATH 10B,Calculus II (C),B-,2.79,B-,2.94
"Yang, Zi",SP20,190,80,79.5,87.2,6.02,MATH 10C,Calculus III (A),B+,3.31,B+,3.36
"Ferrara, Joseph William",SP20,217,65,92.3,92.3,6.1,MATH 10C,Calculus III (B),B+,3.46,B+,3.57
"Ciotti, Benjamin",SP20,223,106,72.0,58.2,7.84,MATH 11,Calculus-Based Prob & Stats (A),B,3.14,B+,3.44
"Bach, Quang Tran",SP20,226,198,90.4,93.4,5.78,MATH 11,Calculus-Based Prob & Stats (B),B+,3.49,B+,3.58
"McKernan, James",SP20,46,18,77.8,66.7,10.61,MATH 120B,Applied Complex Analysis (A),B+,3.64,B+,3.69
"Stevens, Laura Jeanne",SP20,21,15,100.0,100.0,5.3,MATH 121B,Found of Teachg/Learng Math II (A),B+,3.58,A-,3.81
"Seward, Brandon M.",SP20,30,12,100.0,100.0,9.95,MATH 140B,Foundations/Real Analysis II (A),A-,3.75,B,3.03
"Saab, Rayan",SP20,42,18,94.4,100.0,9.28,MATH 140C,Foundations/Real Analysis III (A),A-,3.79,A-,3.75
"Bejenaru, Ioan",SP20,58,17,93.8,93.8,7.63,MATH 142B,Introduction to Analysis II (A),A-,3.71,B+,3.4
"Manners, Frederick",SP20,27,8,87.5,87.5,8.75,MATH 142B,Introduction to Analysis II (B),B,3.25,B,3.25
"Xu, Hang",SP20,71,17,82.4,93.8,9.13,MATH 142B,Introduction to Analysis II (C),B+,3.33,B+,3.64
"Zlatos, Andrej",SP20,20,7,85.7,85.7,10.79,MATH 148,Analysis of Partial Diff Eqs (A),B,3.0,B+,3.57
"Kane, Daniel Mertz",SP20,139,45,79.5,84.1,9.3,MATH 154,Discrete Math & Graph Theory (A),B,3.1,B+,3.33
"Bowers, Adam R.",SP20,109,46,95.1,97.6,5.82,MATH 163,History of Mathematics (A),B+,3.59,B,3.19
"Dumitriu, Ioana",SP20,189,70,68.1,84.1,7.98,MATH 170A,Intro Numerical Analys/Linear (A),B,3.13,B+,3.45
"Moosmueller, Caroline",SP20,118,83,89.0,93.9,7.51,MATH 170B,Intro/Numerical Analy/Approxim (A),B+,3.49,B+,3.49
"Licht, Martin W",SP20,40,29,86.2,82.8,7.81,MATH 170C,Intro Numerical Analy/Ord Diff (B),B+,3.52,B+,3.56
"Nie, Jiawang",SP20,61,25,56.0,50.0,7.62,MATH 171B,Intro Num Optimiz/Nonlinear (A),B,3.22,A-,3.79
"Saab, Rayan",SP20,31,14,100.0,100.0,8.21,MATH 173B,Optimization/Data Science II (A),B+,3.63,A-,3.72
"Kitsela, Roman",SP20,230,113,57.7,58.6,8.38,MATH 18,Linear Algebra (B),B,3.27,B+,3.59
"Xu, Hang",SP20,191,69,89.4,84.8,6.5,MATH 18,Linear Algebra (D),B+,3.61,A-,3.71
"Licht, Martin W",SP20,137,44,88.6,65.9,5.59,MATH 18,Linear Algebra (E),A-,3.77,B+,3.6
"Driver, Bruce K",SP20,98,30,70.4,74.1,7.76,MATH 180B,Intro/Stochastic Processes I (A),B+,3.55,B,3.26
"Nemish, Yuriy",SP20,64,17,88.2,87.5,8.85,MATH 180C,Intro/Stochastic Processes II (A),B+,3.38,B+,3.4
"Nemish, Yuriy",SP20,46,10,77.8,33.3,10.28,MATH 180C,Intro/Stochastic Processes II (B),A-,3.75,B+,3.6
"Quarfoot, David James",SP20,124,36,97.1,94.1,10.61,MATH 181A,Intro/Math Statistics I (A),A-,3.74,B+,3.37
"Zhang, Danna",SP20,115,31,93.3,93.3,6.43,MATH 181B,Intro/Math Statistics II (A),B+,3.65,B+,3.55
"Zhang, Danna",SP20,117,29,100.0,100.0,8.65,MATH 181B,Intro/Math Statistics II (B),B+,3.55,B+,3.55
"Quarfoot, David James",SP20,286,124,89.2,86.6,9.16,MATH 183,Statistical Methods (A),B+,3.67,B+,3.66
"Swanson, Joshua P",SP20,69,31,53.6,53.6,12.36,MATH 184,Enumerative Combinatorics (A),B-,2.82,A-,3.79
"Arias-Castro, Ery",SP20,91,21,90.5,81.0,11.5,MATH 185,Intro to Computational Stats (B),B+,3.67,A-,3.74
"Bucur, Alina Ioana",SP20,246,66,91.9,74.2,7.02,MATH 187A,Introduction to Cryptography (A),B+,3.68,A-,3.83
"Bucur, Alina Ioana",SP20,42,15,92.9,85.7,7.36,MATH 187B,Math of Modern Cryptography (B),B,3.17,B+,3.61
"Zhou, Wenxin",SP20,207,49,87.0,78.3,5.9,MATH 189,Data Analysis and Inference (A),A-,3.96,A-,3.79
"Schwartzman, Armin",SP20,284,86,63.4,61.0,7.9,MATH 189,Data Analysis and Inference (B),B+,3.56,B+,3.65
"Anzaldo, Leesa B",SP20,151,51,96.1,94.1,7.05,MATH 20A,Calculus/Science & Engineering (A),B,3.21,B+,3.38
"De Vleming, Kristin Elizab",SP20,228,143,96.5,99.3,6.43,MATH 20B,Calculus/Science & Engineering (A),B+,3.45,B+,3.39
"Jiang, Zonglin",SP20,140,48,65.1,58.1,6.55,MATH 20B,Calculus/Science & Engineering (B),B-,2.85,C+,2.6
"Ciotti, Benjamin",SP20,251,102,67.7,57.1,8.22,MATH 20C,Calculus&Analyt Geom/Sci&Engnr (A),B-,2.89,B+,3.3
"Um, Ko Woon",SP20,210,86,92.9,91.6,6.36,MATH 20C,Calculus&Analyt Geom/Sci&Engnr (B),B+,3.65,B+,3.56
"Bach, Quang Tran",SP20,201,166,81.1,87.8,7.27,MATH 20C,Calculus&Analyt Geom/Sci&Engnr (C),B+,3.32,B+,3.44
"Hammock, Frances H",SP20,220,104,94.8,97.9,7.3,MATH 20D,Intro/Differential Equations (A),A-,3.8,B+,3.64
"Jiang, Zonglin",SP20,147,63,66.1,55.2,8.23,MATH 20D,Intro/Differential Equations (B),B,3.27,B+,3.32
"Kitsela, Roman",SP20,219,98,78.9,72.0,10.63,MATH 20D,Intro/Differential Equations (C),B+,3.56,A-,3.75
"Ben-Ezra, David El-Chai",SP20,344,109,86.9,93.3,5.9,MATH 20E,Vector Calculus (A),B+,3.61,B+,3.58
"Um, Ko Woon",SP20,194,70,82.6,88.4,7.2,MATH 20E,Vector Calculus (B),B+,3.61,B+,3.56
"Chow, Bennett",SP20,142,52,80.0,74.0,7.09,MATH 20E,Vector Calculus (C),B+,3.41,B+,3.55
"Sterbenz, Jacob",SP20,34,19,68.4,57.9,9.97,MATH 31CH,Honors Vector Calculus (A),B+,3.43,B+,3.55
"Higgins, Zachary Douglas",SP20,111,46,87.0,95.7,6.28,MATH 3C,Precalculus (A),B-,2.94,B-,2.73
"Eberhard, Craig A",SP20,27,23,82.6,87.0,3.54,MGT 103,Product Marketing & Management (B),B,3.16,B+,3.4
"Eberhard, Craig A",SP20,73,66,89.4,87.9,3.23,MGT 103,Product Marketing & Management (C),B+,3.64,B+,3.64
"Ehrich, Kristine R",SP20,75,65,100.0,93.8,4.34,MGT 103,Product Marketing & Management (D),B+,3.47,B+,3.37
"Ehrich, Kristine R",SP20,76,71,93.0,93.0,4.07,MGT 103,Product Marketing & Management (E),B+,3.57,B+,3.47
"Ehrich, Kristine R",SP20,72,65,100.0,96.9,4.38,MGT 103,Product Marketing & Management (F),B+,3.59,B+,3.61
"Demill, Burritt",SP20,83,76,97.4,98.7,4.53,MGT 103,Product Marketing & Management (G),B+,3.53,B+,3.63
"Bates, Kenneth Walter",SP20,26,18,94.4,83.3,4.5,MGT 103,Product Marketing & Management (H),B+,3.4,B,3.29
"Bates, Kenneth Walter",SP20,36,31,100.0,100.0,3.79,MGT 103,Product Marketing & Management (I),A-,3.76,A-,3.84
"Campbell, Robert Harold",SP20,118,90,93.3,95.6,3.83,MGT 105,Product Promotion & Brand Mgt (A),B+,3.62,B+,3.44
"Gershon, Rachel M",SP20,103,42,100.0,100.0,4.55,MGT 107,Consumer Behavior (A),A-,3.83,A-,3.96
"Wilbur, Kenneth C",SP20,28,14,100.0,100.0,7.58,MGT 109,Topics in Marketing (A),A-,3.73,A,4.0
"Fuller, Robert L.",SP20,79,34,88.2,85.3,6.03,MGT 112,Global Business Strategy (A),B+,3.7,A-,3.73
"Fuller, Robert L.",SP20,74,34,84.8,87.9,7.56,MGT 112,Global Business Strategy (B),B+,3.64,A-,3.84
"Somasundaram, Tyagarajan",SP20,37,16,93.3,86.7,6.63,MGT 112,Global Business Strategy (C),A-,3.8,A-,3.84
"Zimmermann, Carsten",SP20,79,63,93.7,93.7,4.25,MGT 112,Global Business Strategy (E),B+,3.68,B+,3.62
"Kim, Nancy Sun Kyung",SP20,71,59,100.0,98.3,4.81,MGT 117,Business Law (A),B+,3.61,B+,3.52
"Davis, Kathleen Ann",SP20,47,20,89.5,89.5,3.97,MGT 119,Topics in Business (A),A,4.0,A-,3.98
"Pecore, Joseph P.",SP20,107,45,86.0,85.4,3.18,MGT 12,Personal Financial Management (A),B+,3.45,B+,3.53
"Pecore, Joseph P.",SP20,111,44,90.7,75.6,3.07,MGT 12,Personal Financial Management (B),A-,3.75,B+,3.44
"Lindenberger, Wade Douglas",SP20,100,84,100.0,100.0,3.21,MGT 12,Personal Financial Management (C),A-,3.81,A-,3.87
"Klaas, Jeffrey David",SP20,74,60,86.7,90.0,6.0,MGT 121A,Innovation to Market A (A),B+,3.55,B+,3.69
"Krishnan, Viswanathan",SP20,80,56,87.5,92.9,5.37,MGT 128R,Business Innovation & Growth (A),B+,3.46,B+,3.6
"Houskeeper, Robert",SP20,62,27,92.6,88.9,5.46,MGT 131A,Intermediate Accounting A (A),B+,3.5,B+,3.54
"Houskeeper, Robert",SP20,77,35,94.1,91.2,4.91,MGT 131B,Intermediate Accounting B (A),B+,3.67,B+,3.56
"Blakley, Bruce",SP20,63,30,96.6,96.6,4.71,MGT 132,Auditing (A),B+,3.48,A-,3.9
"Pecore, Joseph P.",SP20,38,15,66.7,60.0,6.77,MGT 133,Advanced Cost Accounting (A),B+,3.44,B+,3.5
"Lindenberger, Wade Douglas",SP20,74,68,98.5,100.0,5.37,MGT 136,Advanced Accounting (A),B+,3.67,A-,3.96
"Anderson, John Charles",SP20,42,30,93.3,93.3,5.63,MGT 147,Not-for-profit & Govt Acct (A),B+,3.57,B+,3.6
"Perols, Johan Lars",SP20,73,16,87.5,93.8,7.13,MGT 153,Business Analytics (A),A-,3.7,B+,3.58
"Bliss, Barbara Ann",SP20,38,31,93.5,93.5,5.15,MGT 158,Real Estate & the Tech Sector (A),B+,3.63,A-,3.76
"Campbell, Robert Harold",SP20,99,82,98.8,100.0,4.03,MGT 16,Personal Ethics at Work (A),A-,3.76,B+,3.55
"Campbell, Robert Harold",SP20,81,67,98.5,92.5,3.84,MGT 16,Personal Ethics at Work (B),A-,3.77,A-,3.7
"Lindenberger, Wade Douglas",SP20,97,83,100.0,100.0,3.5,MGT 16,Personal Ethics at Work (C),A-,3.84,A-,3.85
"Buchanan, Harold G",SP20,42,37,97.3,100.0,3.09,MGT 16,Personal Ethics at Work (D),A-,3.76,B+,3.52
"McKay, Mary A",SP20,43,20,89.5,94.7,5.45,MGT 164,Business and Org Leadership (A),B+,3.67,B+,3.62
"McKay, Mary A",SP20,74,27,100.0,100.0,5.27,MGT 164,Business and Org Leadership (B),B+,3.59,B,3.28
"Zimmermann, Carsten",SP20,85,74,97.3,94.6,4.53,MGT 164,Business and Org Leadership (C),A-,3.81,A-,3.7
"Meyer, Alison Bloomfield",SP20,85,71,97.2,91.5,5.06,MGT 164,Business and Org Leadership (D),A-,3.89,A-,3.81
"Moran, Cathleen L.",SP20,76,33,75.0,62.5,5.38,MGT 166,Corp Social Responsibility (A),B,3.29,B+,3.48
"Moran, Cathleen L.",SP20,46,20,90.0,85.0,4.5,MGT 166,Corp Social Responsibility (B),B+,3.4,B+,3.42
"Demill, Burritt",SP20,89,80,94.9,97.5,6.53,MGT 166,Corp Social Responsibility (C),B+,3.66,A-,3.7
"Shaffer, Lisa Robock",SP20,30,18,94.4,94.4,3.39,MGT 166,Corp Social Responsibility (D),A-,3.88,A-,3.89
"Jacob, Jo Dee C",SP20,76,45,97.7,97.7,3.55,MGT 167,Social Entrepreneurship (A),A-,3.7,B+,3.53
"Hedges, Kathleen",SP20,102,82,91.5,91.5,5.33,MGT 172,Business Project Management (A),B+,3.68,B+,3.67
"Royal, Rebecca",SP20,102,82,91.5,92.7,5.33,MGT 172,Business Project Management (A),B+,3.68,B+,3.67
"Hedges, Kathleen",SP20,87,71,97.2,94.4,4.92,MGT 172,Business Project Management (B),A-,3.81,A-,3.73
"Moghadas Khorasani, Sina",SP20,47,46,95.7,97.8,4.72,MGT 172,Business Project Management (C),A-,3.71,A-,3.79
"Fuller, Robert L.",SP20,92,47,87.2,87.2,5.22,MGT 173,Project Mgt- Health Services (A),A-,3.78,A-,3.78
"Gopal, Christopher S.",SP20,61,24,91.3,91.3,3.98,MGT 175,Supply Chain Management (A),A-,3.75,B+,3.66
"McKay, Michael J",SP20,40,17,100.0,100.0,4.5,MGT 18,Managing Diverse Teams (A),B+,3.67,B+,3.41
"McKay, Michael J",SP20,67,21,85.0,100.0,4.31,MGT 18,Managing Diverse Teams (B),A-,3.72,B+,3.38
"McKay, Michael J",SP20,74,31,87.1,96.8,3.85,MGT 18,Managing Diverse Teams (C),B+,3.68,B+,3.54
"McKay, Mary A",SP20,70,24,91.3,91.3,5.08,MGT 18,Managing Diverse Teams (D),A-,3.88,B+,3.62
"Chamberlain, Travis Dean",SP20,46,42,97.6,100.0,4.4,MGT 18,Managing Diverse Teams (E),A-,3.84,A-,3.77
"Buchanan, Harold G",SP20,119,108,93.5,99.1,5.1,MGT 181,Enterprise Finance (A),B+,3.49,B+,3.59
"Buchanan, Harold G",SP20,117,112,98.2,96.4,4.38,MGT 181,Enterprise Finance (B),B+,3.58,B+,3.64
"Dunn, Louis Jean",SP20,74,25,80.0,76.0,10.34,MGT 185,Investment Banking (A),A-,3.83,B+,3.63
"Dunn, Louis Jean",SP20,96,37,94.4,91.7,5.44,MGT 187,New Venture Finance (A),A-,3.85,B+,3.61
"Wagner, Timothy Ryan",SP20,60,18,94.1,100.0,4.74,MGT 3,Quant Methods in Business (A),A-,3.7,A-,3.72
"Cheynel, Edwige",SP20,188,78,98.7,96.1,4.32,MGT 45,Principles of Accounting (A),A-,3.83,A-,3.93
"Houskeeper, Robert",SP20,184,57,89.3,71.4,4.75,MGT 5,Managerial Accounting (A),B+,3.69,A-,3.82
"Deal, Jennifer Jean",SP20,74,60,86.7,95.0,3.35,MGT 52,Test & Measurement at Work (A),B+,3.68,B+,3.61
"Rahimi, Babak",SP20,383,184,62.1,86.0,6.22,MMW 13,New Ideas & Cultural Encountrs (A),B+,3.46,A-,3.77
